id,age,gender,education,employment_type,annual_income,loan_amount,loan_term,purpose,home_ownership,dependents
4645,52,Female,Master,Salaried,60000,12938,12,Car,Mortgaged,4
4646,35,Female,Diploma,Salaried,122592,109262,60,Personal,Mortgaged,4
4647,63,Male,Master,Salaried,248280,54934,48,Home,Owned,4
4648,55,Male,High School,Business,21085,70526,12,Education,Rented,1
4649,23,Male,High School,Self-Employed,232499,102204,48,Home,Rented,0
4650,36,Male,High School,Business,166672,26487,48,Car,Rented,5
4651,25,Female,Bachelor,Self-Employed,117994,17869,48,Education,Owned,2
4652,41,Male,Diploma,Business,210873,119576,36,Education,Owned,2
4653,30,Female,Bachelor,Self-Employed,212811,87209,60,Car,Rented,1
4654,39,Male,Master,Business,225253,87299,24,Personal,Rented,1
4655,45,Female,Bachelor,Business,137309,49933,36,Education,Rented,2
4656,24,Male,Diploma,Self-Employed,127114,81579,60,Personal,Rented,0
4657,49,Male,Bachelor,Self-Employed,192668,145642,24,Personal,Owned,2
4658,39,Female,High School,Self-Employed,90410,142958,36,Personal,Rented,2
4659,63,Female,Master,Self-Employed,230375,95177,36,Education,Mortgaged,5
4660,22,Female,Master,Self-Employed,203260,72719,12,Home,Rented,1
4661,30,Male,High School,Self-Employed,46825,99606,36,Education,Owned,1
4662,63,Female,High School,Self-Employed,161985,139846,48,Home,Mortgaged,4
4663,45,Female,High School,Self-Employed,232823,34018,36,Education,Mortgaged,1
4664,40,Female,Diploma,Business,104269,90839,48,Home,Mortgaged,5
4665,39,Female,Bachelor,Self-Employed,34332,38545,60,Home,Owned,5
4666,43,Female,Master,Self-Employed,74895,7566,60,Education,Rented,2
4667,44,Female,Bachelor,Business,155504,81489,48,Personal,Owned,5
4668,31,Female,High School,Business,239167,70355,12,Personal,Owned,4
4669,54,Female,High School,Salaried,177642,77940,12,Home,Mortgaged,2
4670,48,Female,Bachelor,Salaried,157175,131731,60,Car,Mortgaged,0
4671,25,Male,Master,Self-Employed,142046,103382,36,Car,Owned,0
4672,25,Male,Diploma,Self-Employed,166972,128865,60,Education,Mortgaged,1
4673,41,Female,Bachelor,Salaried,209487,27129,60,Education,Owned,4
4674,32,Male,High School,Salaried,87567,35845,48,Education,Mortgaged,5
4675,24,Male,High School,Self-Employed,82713,84449,12,Car,Rented,3
4676,62,Female,Diploma,Salaried,234241,15739,48,Personal,Rented,0
4677,40,Female,Bachelor,Self-Employed,78639,138745,60,Education,Rented,5
4678,58,Female,Diploma,Business,239800,36171,24,Education,Mortgaged,0
4679,45,Female,Diploma,Business,236548,94179,36,Personal,Mortgaged,0
4680,34,Female,Master,Salaried,160060,105022,60,Home,Rented,0
4681,31,Female,Master,Business,123603,146696,48,Education,Owned,1
4682,52,Male,High School,Business,98488,113906,24,Car,Owned,4
4683,31,Female,Bachelor,Business,112905,57930,24,Car,Rented,0
4684,38,Male,Master,Business,22977,54649,60,Education,Mortgaged,5
4685,47,Female,High School,Self-Employed,135650,68503,12,Car,Owned,5
4686,38,Female,Bachelor,Self-Employed,74641,121659,24,Personal,Owned,1
4687,43,Male,High School,Salaried,152340,101875,36,Home,Owned,4
4688,31,Female,Master,Business,134465,143659,48,Home,Mortgaged,4
4689,41,Female,High School,Business,74431,139599,48,Education,Owned,3
4690,64,Male,Bachelor,Business,36756,56538,48,Education,Owned,2
4691,25,Female,Bachelor,Salaried,171836,42455,60,Home,Rented,0
4692,43,Male,High School,Self-Employed,210984,25243,48,Home,Mortgaged,1
4693,61,Female,Bachelor,Business,191457,128793,48,Education,Rented,4
4694,45,Female,High School,Self-Employed,166104,116371,36,Car,Owned,3
4695,61,Male,Bachelor,Salaried,246086,74231,12,Education,Mortgaged,2
4696,30,Female,High School,Self-Employed,196774,79648,60,Personal,Mortgaged,4
4697,42,Male,High School,Business,162957,37059,60,Education,Rented,4
4698,39,Male,High School,Self-Employed,29796,77778,48,Education,Rented,0
4699,21,Male,Diploma,Self-Employed,124583,80477,36,Education,Mortgaged,2
4700,27,Female,Bachelor,Salaried,183935,60283,24,Education,Mortgaged,2
4701,24,Female,Master,Salaried,101014,68853,48,Education,Rented,1
4702,21,Male,High School,Salaried,183189,25001,48,Education,Owned,3
4703,35,Female,Diploma,Salaried,171825,7700,60,Car,Mortgaged,5
4704,60,Female,Master,Self-Employed,40325,122990,60,Education,Owned,1
4705,32,Female,High School,Self-Employed,158093,18339,48,Home,Rented,3
4706,42,Male,Master,Salaried,231793,131378,60,Education,Mortgaged,1
4707,42,Female,Diploma,Salaried,73096,34543,36,Car,Rented,3
4708,37,Male,Master,Business,222476,40930,24,Personal,Mortgaged,5
4709,49,Female,High School,Business,164143,34044,24,Home,Mortgaged,0
4710,34,Female,Master,Salaried,84649,83673,24,Education,Rented,3
4711,40,Male,Master,Self-Employed,28041,117997,48,Education,Rented,5
4712,53,Female,High School,Salaried,233123,88725,48,Home,Owned,1
4713,63,Male,Diploma,Self-Employed,60058,31012,48,Education,Rented,2
4714,35,Female,Diploma,Self-Employed,68263,83513,36,Car,Rented,4
4715,32,Male,Master,Business,242574,102585,24,Education,Owned,5
4716,60,Female,Bachelor,Salaried,124820,26694,60,Personal,Rented,5
4717,40,Female,Master,Salaried,127645,103760,60,Car,Owned,5
4718,50,Female,Bachelor,Self-Employed,195542,37835,12,Education,Owned,3
4719,58,Male,Master,Salaried,238898,123777,12,Personal,Rented,3
4720,23,Male,Diploma,Business,247310,23186,60,Home,Owned,2
4721,48,Male,Master,Business,48223,49391,24,Car,Owned,0
4722,46,Female,Master,Salaried,53575,110858,48,Education,Owned,1
4723,50,Male,Bachelor,Salaried,196871,109199,60,Education,Rented,0
4724,33,Male,Diploma,Business,41661,33401,60,Home,Rented,3
4725,33,Male,Bachelor,Salaried,233047,102764,12,Home,Owned,3
4726,22,Male,Master,Self-Employed,56432,63611,24,Car,Rented,5
4727,57,Male,High School,Salaried,182219,17202,60,Car,Mortgaged,5
4728,58,Male,Master,Self-Employed,49114,38135,48,Car,Owned,0
4729,22,Male,Master,Salaried,26030,93121,48,Education,Mortgaged,1
4730,56,Male,Bachelor,Salaried,110051,118944,36,Education,Rented,3
4731,46,Male,High School,Business,198501,118765,48,Car,Mortgaged,3
4732,31,Male,High School,Self-Employed,67743,68535,60,Education,Rented,0
4733,28,Female,Bachelor,Business,246941,122328,60,Home,Rented,4
4734,64,Female,Diploma,Salaried,145756,140579,48,Personal,Owned,5
4735,60,Male,High School,Business,85615,120473,12,Education,Mortgaged,2
4736,63,Female,High School,Salaried,67577,118056,24,Car,Owned,3
4737,42,Female,Bachelor,Salaried,245656,20475,60,Education,Mortgaged,1
4738,40,Male,Diploma,Salaried,130436,84870,48,Home,Rented,4
4739,28,Male,Diploma,Self-Employed,22966,89366,48,Car,Rented,0
4740,49,Male,Master,Self-Employed,149356,128836,60,Personal,Owned,0
4741,60,Female,Master,Self-Employed,133838,97814,36,Car,Mortgaged,1
4742,46,Male,Bachelor,Business,23728,89285,24,Car,Mortgaged,5
4743,50,Female,Diploma,Salaried,188376,45185,60,Car,Rented,5
4744,37,Male,Bachelor,Business,200349,69398,48,Education,Owned,4
4745,40,Female,Master,Business,241402,101682,36,Personal,Rented,1
4746,36,Female,Bachelor,Salaried,152019,81593,60,Home,Rented,3
4747,63,Male,Bachelor,Business,229173,112518,24,Education,Owned,4
4748,27,Male,High School,Salaried,101380,60535,36,Personal,Mortgaged,2
4749,36,Female,High School,Salaried,86130,114626,48,Personal,Mortgaged,2
4750,47,Female,High School,Salaried,41414,119190,12,Education,Rented,1
4751,43,Male,Master,Salaried,247298,19060,24,Car,Mortgaged,2
4752,44,Male,Bachelor,Business,233132,149679,36,Personal,Owned,1
4753,29,Female,High School,Business,113005,68560,60,Home,Mortgaged,3
4754,55,Male,High School,Business,170511,94610,60,Education,Mortgaged,5
4755,40,Female,High School,Self-Employed,111742,37970,36,Personal,Rented,3
4756,57,Male,Master,Business,209292,49088,60,Home,Mortgaged,1
4757,62,Male,Master,Business,197857,16683,36,Home,Owned,3
4758,37,Male,Bachelor,Self-Employed,56973,139034,24,Home,Rented,2
4759,51,Female,Bachelor,Salaried,107091,105631,60,Home,Owned,3
4760,28,Male,Bachelor,Salaried,224390,116789,24,Education,Mortgaged,2
4761,35,Female,High School,Salaried,219268,50321,48,Home,Mortgaged,5
4762,51,Male,Diploma,Self-Employed,157161,68565,48,Education,Rented,5
4763,50,Female,Master,Business,221926,125454,48,Home,Owned,2
4764,40,Female,High School,Business,82235,87095,48,Home,Mortgaged,0
4765,59,Male,High School,Business,243213,118610,60,Education,Mortgaged,3
4766,32,Female,Bachelor,Business,49400,8532,36,Car,Rented,3
4767,37,Female,Bachelor,Self-Employed,166477,119527,60,Personal,Mortgaged,1
4768,62,Female,High School,Business,137240,88463,60,Personal,Mortgaged,1
4769,50,Female,Master,Salaried,72763,10456,24,Education,Mortgaged,4
4770,49,Male,Master,Self-Employed,181281,8413,36,Home,Owned,2
4771,39,Male,High School,Self-Employed,224670,12085,12,Education,Owned,5
4772,31,Male,Diploma,Salaried,168496,25563,12,Home,Owned,5
4773,54,Female,Diploma,Salaried,126810,42575,36,Education,Mortgaged,0
4774,27,Female,Master,Business,109523,12386,12,Personal,Rented,2
4775,64,Male,Bachelor,Salaried,129955,105244,36,Education,Rented,3
4776,54,Male,Diploma,Self-Employed,171628,64150,24,Personal,Rented,4
4777,40,Female,Diploma,Self-Employed,113137,131053,24,Personal,Owned,2
4778,58,Male,Bachelor,Self-Employed,170402,81566,60,Personal,Owned,4
4779,44,Male,Diploma,Business,232338,149210,12,Education,Owned,2
4780,30,Female,High School,Business,154308,134549,36,Car,Owned,3
4781,52,Male,Diploma,Salaried,220288,33812,24,Education,Mortgaged,3
4782,35,Female,Bachelor,Business,50312,93958,60,Education,Rented,2
4783,57,Male,High School,Business,133687,81181,12,Car,Rented,5
4784,40,Female,Diploma,Self-Employed,172263,19628,12,Car,Owned,5
4785,23,Female,Master,Self-Employed,129602,29486,12,Personal,Rented,0
4786,57,Female,High School,Salaried,234529,128934,24,Home,Rented,3
4787,60,Female,High School,Self-Employed,56640,44266,24,Home,Owned,1
4788,28,Female,Master,Business,120171,93268,12,Personal,Owned,0
4789,60,Male,Master,Salaried,82293,51557,24,Education,Owned,2
4790,64,Male,Diploma,Salaried,134124,21494,12,Home,Owned,0
4791,43,Male,Diploma,Self-Employed,187760,39486,48,Education,Mortgaged,1
4792,60,Female,Bachelor,Self-Employed,222301,66635,24,Car,Rented,3
4793,31,Male,Bachelor,Self-Employed,105802,136197,36,Car,Mortgaged,3
4794,28,Female,High School,Salaried,112024,53814,24,Personal,Rented,5
4795,49,Female,Master,Self-Employed,175194,128141,12,Education,Mortgaged,3
4796,50,Male,Master,Business,192296,67363,36,Personal,Owned,5
4797,30,Female,Bachelor,Salaried,245612,48162,60,Home,Mortgaged,1
4798,59,Male,High School,Self-Employed,157403,132083,36,Home,Owned,0
4799,48,Female,High School,Business,238174,12590,36,Home,Owned,2
4800,56,Female,Bachelor,Business,131411,39850,24,Education,Mortgaged,2
4801,33,Male,Bachelor,Self-Employed,62262,148206,36,Personal,Rented,0
4802,52,Female,Bachelor,Business,136214,135091,36,Personal,Mortgaged,3
4803,56,Male,Diploma,Salaried,126435,30230,12,Home,Owned,5
4804,57,Female,High School,Salaried,106314,20058,24,Personal,Owned,2
4805,46,Male,High School,Business,210664,84837,12,Car,Rented,3
4806,42,Female,High School,Salaried,184998,108397,24,Car,Rented,4
4807,24,Male,Bachelor,Self-Employed,106287,32039,60,Car,Rented,4
4808,51,Male,Bachelor,Business,139318,43334,36,Car,Owned,2
4809,38,Female,Bachelor,Salaried,150134,48525,24,Personal,Mortgaged,0
4810,58,Male,Bachelor,Self-Employed,144958,131681,36,Car,Rented,0
4811,44,Female,Master,Self-Employed,37528,89194,36,Car,Owned,0
4812,43,Female,Bachelor,Salaried,20068,8972,48,Car,Mortgaged,3
4813,42,Male,Diploma,Business,89253,69936,12,Car,Rented,4
4814,22,Male,Master,Self-Employed,100754,96703,24,Car,Mortgaged,3
4815,51,Male,Master,Self-Employed,195040,114877,60,Education,Mortgaged,1
4816,31,Male,Bachelor,Self-Employed,110938,34519,48,Education,Owned,1
4817,48,Male,High School,Self-Employed,199695,107417,12,Car,Owned,2
4818,52,Female,Bachelor,Business,248251,80864,60,Car,Owned,1
4819,25,Male,High School,Salaried,62129,60881,60,Personal,Mortgaged,0
4820,58,Female,Bachelor,Salaried,133996,29732,36,Car,Rented,2
4821,30,Male,Bachelor,Salaried,245760,80909,12,Home,Rented,4
4822,60,Male,High School,Self-Employed,81321,10720,48,Education,Rented,5
4823,44,Male,High School,Business,31526,64115,24,Car,Owned,4
4824,55,Female,High School,Salaried,243524,120843,24,Education,Rented,1
4825,64,Male,High School,Business,242636,56940,48,Car,Rented,1
4826,43,Female,Diploma,Salaried,177781,141225,36,Home,Owned,4
4827,37,Female,High School,Self-Employed,127535,76762,36,Car,Rented,1
4828,21,Female,Bachelor,Salaried,35063,89833,60,Education,Rented,1
4829,51,Male,Bachelor,Self-Employed,155795,23206,12,Education,Rented,3
4830,51,Female,Diploma,Self-Employed,24213,96471,60,Education,Mortgaged,5
4831,62,Male,High School,Salaried,42797,100169,24,Personal,Mortgaged,5
4832,62,Female,Bachelor,Business,104946,15736,48,Education,Owned,4
4833,54,Male,Diploma,Self-Employed,108918,111937,12,Car,Owned,4
4834,29,Female,Bachelor,Business,196289,143043,48,Home,Mortgaged,1
4835,42,Male,Diploma,Salaried,219355,61577,12,Home,Owned,0
4836,33,Male,Diploma,Self-Employed,43655,136003,24,Car,Owned,3
4837,45,Male,Master,Business,246956,92702,24,Personal,Rented,0
4838,38,Female,Master,Self-Employed,229062,83694,12,Car,Owned,1
4839,32,Female,High School,Salaried,163659,96310,36,Education,Owned,4
4840,60,Male,Master,Self-Employed,42555,60155,12,Personal,Rented,0
4841,37,Female,Diploma,Salaried,48071,133491,24,Car,Rented,5
4842,35,Female,Bachelor,Business,40239,147180,48,Personal,Mortgaged,2
4843,62,Female,Bachelor,Self-Employed,143441,82613,60,Home,Owned,0
4844,35,Female,High School,Business,117138,61938,48,Car,Rented,4
4845,35,Female,Master,Salaried,69151,106163,24,Car,Owned,5
4846,59,Female,High School,Salaried,22203,73498,48,Home,Owned,1
4847,33,Female,Diploma,Business,164707,22751,36,Personal,Mortgaged,0
4848,37,Male,Master,Business,203643,116161,36,Home,Mortgaged,1
4849,52,Male,High School,Salaried,152216,37390,12,Personal,Mortgaged,3
4850,29,Female,Bachelor,Business,183771,106213,48,Car,Mortgaged,2
4851,60,Male,Bachelor,Salaried,235691,113712,48,Personal,Mortgaged,4
4852,40,Male,High School,Business,111663,65403,24,Personal,Rented,4
4853,46,Male,High School,Salaried,149844,31859,12,Education,Mortgaged,1
4854,47,Female,High School,Salaried,32213,104124,12,Education,Rented,2
4855,41,Female,Diploma,Self-Employed,36944,130940,48,Education,Mortgaged,5
4856,38,Female,Diploma,Salaried,86723,32100,60,Home,Rented,4
4857,33,Female,Bachelor,Salaried,219741,122350,48,Home,Owned,0
4858,36,Female,Diploma,Self-Employed,88947,126792,48,Education,Mortgaged,4
4859,29,Male,Diploma,Self-Employed,185529,59524,48,Car,Rented,0
4860,32,Female,Master,Business,55191,107757,36,Car,Mortgaged,4
4861,64,Male,Diploma,Business,92264,90049,12,Car,Rented,0
4862,58,Female,Master,Salaried,208996,49974,36,Home,Rented,3
4863,39,Male,Diploma,Business,184816,58768,60,Personal,Mortgaged,1
4864,27,Female,Bachelor,Business,204496,53544,24,Home,Rented,5
4865,55,Female,High School,Salaried,239489,16774,60,Education,Owned,5
4866,38,Female,Bachelor,Self-Employed,229409,82678,12,Personal,Mortgaged,3
4867,36,Female,Diploma,Self-Employed,227156,55135,24,Car,Owned,5
4868,59,Female,High School,Salaried,183958,30158,60,Home,Rented,0
4869,24,Female,High School,Salaried,119846,76587,12,Home,Rented,5
4870,45,Male,High School,Salaried,139550,140187,60,Education,Mortgaged,1
4871,52,Female,Master,Salaried,104963,64317,24,Car,Owned,2
4872,60,Male,Bachelor,Salaried,20972,11371,24,Home,Owned,0
4873,33,Female,Master,Salaried,119219,99226,60,Home,Mortgaged,5
4874,37,Male,High School,Business,157693,44355,36,Personal,Owned,4
4875,57,Male,Bachelor,Business,242621,102956,60,Home,Mortgaged,4
4876,26,Male,Bachelor,Business,69738,118538,60,Personal,Mortgaged,2
4877,39,Male,Diploma,Self-Employed,208766,107126,60,Home,Rented,3
4878,33,Male,Master,Salaried,74777,13338,36,Car,Rented,0
4879,46,Male,Master,Salaried,34530,7477,48,Education,Owned,4
4880,34,Female,Diploma,Business,158426,47423,24,Car,Mortgaged,1
4881,51,Male,Master,Self-Employed,66529,80973,12,Education,Mortgaged,2
4882,24,Female,High School,Business,122895,34236,24,Home,Mortgaged,3
4883,59,Female,High School,Salaried,71714,136440,24,Car,Mortgaged,3
4884,28,Male,Master,Salaried,239831,30839,48,Personal,Rented,1
4885,45,Male,Diploma,Business,144750,122537,24,Education,Owned,5
4886,33,Female,Bachelor,Business,192304,116902,24,Education,Rented,1
4887,52,Male,Master,Salaried,203151,106051,36,Home,Mortgaged,5
4888,58,Male,Bachelor,Business,140883,12139,36,Education,Owned,2
4889,58,Male,Diploma,Salaried,163622,113314,36,Education,Owned,1
4890,48,Male,Bachelor,Business,108196,69262,36,Education,Mortgaged,4
4891,50,Male,Diploma,Self-Employed,80385,142776,36,Home,Mortgaged,3
4892,23,Male,Diploma,Salaried,84736,137959,12,Car,Rented,5
4893,48,Male,High School,Self-Employed,247637,16975,48,Home,Rented,1
4894,23,Female,High School,Business,50268,136616,60,Personal,Mortgaged,0
4895,54,Male,Diploma,Self-Employed,242948,89984,36,Education,Mortgaged,1
4896,36,Female,Master,Business,155362,93366,48,Education,Rented,5
4897,42,Female,High School,Self-Employed,206106,125491,60,Car,Owned,3
4898,52,Female,Diploma,Self-Employed,50138,55382,24,Education,Owned,4
4899,58,Female,Bachelor,Self-Employed,223054,28926,24,Car,Owned,1
4900,28,Male,Bachelor,Salaried,144650,101538,48,Education,Rented,4
4901,28,Female,Master,Self-Employed,33432,118117,12,Education,Mortgaged,0
4902,26,Female,Bachelor,Business,87058,18333,12,Home,Owned,5
4903,34,Female,Bachelor,Business,78175,21942,48,Home,Mortgaged,3
4904,52,Female,Diploma,Salaried,53329,79397,12,Personal,Rented,2
4905,55,Female,Bachelor,Salaried,220148,26530,12,Car,Rented,3
4906,30,Male,Bachelor,Business,163400,52060,24,Personal,Mortgaged,5
4907,23,Male,Bachelor,Self-Employed,185319,86292,12,Home,Mortgaged,2
4908,32,Female,Bachelor,Business,26677,46104,12,Car,Mortgaged,2
4909,51,Male,Diploma,Salaried,212882,7634,48,Home,Mortgaged,3
4910,49,Male,Bachelor,Salaried,70357,12288,12,Car,Owned,5
4911,25,Female,Master,Business,75812,39253,36,Education,Mortgaged,2
4912,45,Female,High School,Self-Employed,61616,131628,36,Personal,Owned,5
4913,61,Female,Master,Self-Employed,212356,32005,48,Personal,Rented,4
4914,51,Male,High School,Salaried,200813,54824,36,Car,Owned,0
4915,41,Female,Master,Business,204550,82702,24,Personal,Mortgaged,1
4916,40,Male,High School,Business,205128,22798,48,Home,Owned,5
4917,59,Male,High School,Salaried,242555,60267,12,Personal,Rented,5
4918,42,Male,High School,Business,65534,139966,36,Car,Mortgaged,2
4919,24,Female,High School,Salaried,230128,8846,24,Personal,Rented,5
4920,33,Male,Diploma,Self-Employed,84162,68571,48,Personal,Rented,5
4921,62,Female,Master,Self-Employed,64711,19481,48,Home,Mortgaged,2
4922,40,Female,High School,Business,173877,129908,12,Education,Owned,3
4923,33,Female,Master,Self-Employed,115980,47154,60,Home,Rented,5
4924,37,Female,Bachelor,Self-Employed,40143,134447,36,Personal,Mortgaged,4
4925,56,Female,High School,Salaried,226900,13048,24,Personal,Rented,1
4926,53,Male,Master,Salaried,128380,32386,48,Education,Owned,5
4927,21,Male,Diploma,Business,213545,109794,36,Education,Rented,2
4928,35,Male,Master,Salaried,167089,39713,24,Home,Rented,4
